country_code,country_name,source,medicine_name,brand_name,active_substance,generic_name,strength,package_size,dosage_form,presentation,package_ndc,product_ndc,application_number,route,therapeutic_category,pharmacologic_class,manufacturer,company_name,contact_info,status,update_type,shortage_start,shortage_reason,reason,estimated_end,discontinued_date,update_date,related_info,scraped_at,atc_code,prk
US,United States,FDA,Ketorolac Tromethamine Injection,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,Ketorolac Tromethamine Injection,,,Injection,"Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 76045-104-10)",76045-104-10,"76045-104, 76045-105, 76045-107, 76045-209",ANDA203242,"INTRAMUSCULAR, INTRAVENOUS",Analgesia/Addiction,,"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,Current,Reverified,2018-03-23,Other,Other,,,2026-09-15,Estimated recovery: TBD,2026-09-23T21:01:42.332363,M01AB15,
US,United States,FDA,Dexmedetomidine Hydrochloride Injection,PRECEDEX,DEXMEDETOMIDINE HYDROCHLORIDE,Dexmedetomidine Hydrochloride Injection,,,Injection,"Precedex, Injection, 80 mcg/20 mL (4 mcg/mL) (NDC 0409-3301-10)",0409-3301-10,"0409-3301, 0409-1454, 0409-1174, 0409-2815",NDA021038,INTRAVENOUS,Anesthesia,,"Hospira, Inc.",Pfizer Inc.,844-646-4398,Current,Reverified,2020-04-10,,,,,2026-09-08,,2026-09-23T21:01:42.332379,N05CM18,99791
US,United States,FDA,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",MARCAINE WITH EPINEPHRINE,"BUPIVACAINE HYDROCHLORIDE, EPINEPHRINE BITARTRATE","Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",,,Injection,"Marcaine With Epinephrine, Injection, Marcaine with Epinephrine 1:200,000 as the bitartrate 75 mg/30 mL (2.5 mg/mL 1:200,000) (NDC 0409-1746-30)",0409-1746-30,"0409-1746, 0409-1559, 0409-1560, 0409-1582, 0409-1587, 0409-1610, 0409-1749, 0409-1752, 0409-1755, 0409-2510, 0409-7535, 0409-1250, 0409-5010, 0409-1530, 0409-0525, 0409-7510, 0409-2253",NDA016964,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL",Anesthesia,,"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Reverified,2018-02-20,,,,,2026-09-09,,2026-09-23T21:01:42.332402,,
US,United States,FDA,Sulconazole Nitrate Solution,SULCONAZOLE NITRATE,SULCONAZOLE NITRATE,Sulconazole Nitrate Solution,,,Solution,"Sulconazole Nitrate, Solution, 30 mL (NDC 72143-321-30)",72143-321-30,72143-321,NDA018738,TOPICAL,Dermatology,,JG Pharma Inc.,Journey Medical Corporation,480-434-6670,To Be Discontinued,New,2026-05-08,,,,2026-05-08,2026-05-08,Discontinuation of the manufacture of the drug. Manufactured for JG Pharma,2026-09-23T21:01:42.332425,D01AC09,47279
US,United States,FDA,Promethazine Hydrochloride Injection,PHENERGAN,PROMETHAZINE HYDROCHLORIDE,Promethazine Hydrochloride Injection,,,Injection,"Phenergan, Injection, 25 mg/1 mL (NDC 0641-6084-25)",0641-6084-25,"0641-6084, 0641-6085",ANDA083312,"INTRAMUSCULAR, INTRAVENOUS","Analgesia/Addiction, Gastroenterology, Pediatric, Pulmonary/Allergy",,Hikma Pharmaceuticals USA Inc.,"Hikma Pharmaceuticals USA, Inc.",800-631-2174,Current,Reverified,2023-11-21,Other,Other,,,2026-09-18,Estimated recovery: TBD,2026-09-23T21:01:42.332442,D04AA10,2100
US,United States,FDA,Prazosin Hydrochloride Capsule,,,Prazosin Hydrochloride Capsule,,,Capsule,"Minipress, Capsule, 2 mg (NDC 0069-4370-71)",0069-4370-71,,,,Cardiovascular,,Pfizer Inc.,Pfizer Inc.,800-533-4535,To Be Discontinued,New,2023-04-28,,,,2023-04-28,2023-04-28,Discontinuation of the manufacture of the drug. Supply expected to exhaust in September 2023,2026-09-23T21:01:42.332462,,
US,United States,FDA,Lisdexamfetamine Dimesylate Capsule,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Lisdexamfetamine Dimesylate Capsule,,,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 30 mg (NDC 0480-3567-01)",0480-3567-01,"0480-3567, 0480-3565, 0480-3566, 0480-3568, 0480-3569, 0480-3570, 0480-3564",ANDA202802,ORAL,Psychiatry,,"Teva Pharmaceuticals, Inc.","Teva Pharmaceuticals USA, Inc.",800-545-8800,Current,Reverified,2023-07-14,,,,,2026-09-15,,2026-09-23T21:01:42.332478,N06BA12,198382
US,United States,FDA,Doxycycline Hyclate Tablet,,,Doxycycline Hyclate Tablet,,,Tablet,"Doxycycline Hyclate, Tablet, 100 mg (NDC 0378-0167-02)",0378-0167-02,,,,Anti-Infective,,"Mylan Pharmaceuticals Inc., a Viatris Company","Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,To Be Discontinued,New,2026-01-12,,,,2026-01-12,2026-01-12,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.332499,,
US,United States,FDA,Amino Acid Injection,AMINOSYN-PF,"ISOLEUCINE, LEUCINE, LYSINE ACETATE, METHIONINE, PHENYLALANINE, THREONINE, TRYPTOPHAN, VALINE, ALANINE, ARGININE, ASPARTIC ACID, GLUTAMIC ACID, GLYCINE, HISTIDINE, PROLINE, SERINE, TAURINE, TYROSINE",Amino Acid Injection,,,Injection,"Aminosyn-PF 7%, Injection, 0.07 (NDC 0990-4178-03)",0990-4178-03,0990-4178,NDA019398,INTRAVENOUS,Gastroenterology,Amino Acid [EPC],ICU Medical Inc.,Otsuka ICU Medical LLC,1-866-829-9025 or ProductAvailability@icumed.com,Current,Reverified,2020-12-08,Shortage of an active ingredient,Shortage of an active ingredient,,,2026-09-16,"Estimated recovery: TBD. This product is distributed by ICU Medical. For questions regarding this product, please contact ICU Medical.",2026-09-23T21:01:42.332519,,
US,United States,FDA,Busulfan Injection,,,Busulfan Injection,,,Injection,"Busulfan, Injection, 6 mg/1 mL (NDC 67457-893-08)",67457-893-08,,,,Hematology,,"Mylan Institutional, a Viatris Company","Mylan Institutional, a Viatris Company",800-796-9526,To Be Discontinued,New,2025-10-24,,,,2025-10-24,2025-10-24,Discontinuation of the manufacture of the drug.,2026-09-23T21:01:42.332542,,
US,United States,FDA,Sodium Acetate Injection,SODIUM ACETATE,SODIUM ACETATE ANHYDROUS,Sodium Acetate Injection,,,Injection,"Sodium Acetate, Injection, 40 mEq/20mL (2 mEq/mL) (NDC 0641-6261-01)",0641-6261-01,0641-6261,ANDA216920,INTRAVENOUS,"Endocrinology/Metabolism, Gastroenterology, Pediatric, Total Parenteral Nutrition",,Hikma Pharmaceuticals USA Inc.,"Hikma Pharmaceuticals USA, Inc.",800-631-2174,Current,Reverified,2016-02-03,,,,,2026-09-18,Additional lots will be available. Product will be made available as it is released.,2026-09-23T21:01:42.332563,,
US,United States,FDA,Nebivolol Hydrochloride Tablet,,,Nebivolol Hydrochloride Tablet,,,Tablet,"Nebivolol Hydrochloride, Tablet, 20 mg (NDC 13668-356-05)",13668-356-05,,,,Cardiovascular,,Torrent Pharmaceuticals Limited,Torrent Pharmaceuticals Limited,908-280-3333,To Be Discontinued,New,2026-03-25,,,,2026-03-25,2026-03-25,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.332582,,
US,United States,FDA,Lidocaine Hydrochloride Injection,XYLOCAINE MPF,LIDOCAINE HYDROCHLORIDE ANHYDROUS,Lidocaine Hydrochloride Injection,,,Injection,"Xylocaine, Injection, 20 mg/1 mL (NDC 63323-496-97)",63323-496-97,"63323-496, 63323-492, 63323-493",NDA006488,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL","Anesthesia, Pediatric",,"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,Current,Reverified,2012-02-22,Demand increase for the drug,Demand increase for the drug,,,2026-09-15,Estimated recovery: TBD,2026-09-23T21:01:42.332601,N01BB02,
US,United States,FDA,Dextrose Monohydrate 5% Injection,DEXTROSE,DEXTROSE MONOHYDRATE,Dextrose Monohydrate 5% Injection,,,Injection,"Dextrose 5% In Plastic Container, Injection, 50 mg/1 mL (NDC 65219-458-30)",65219-458-30,"65219-458, 65219-456, 65219-464, 65219-460, 65219-462",ANDA207449,INTRAVENOUS,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",,"FRESENIUS KABI USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,Current,Reverified,2022-02-14,,,,,2026-09-15,Check wholesalers for inventory,2026-09-23T21:01:42.332617,B05BA01,
US,United States,FDA,Carboplatin Injection,CARBOPLATIN,CARBOPLATIN,Carboplatin Injection,,,Injection,"Carboplatin, Injection, 10 mg/1 mL (NDC 16729-295-12)",16729-295-12,16729-295,ANDA206775,INTRAVENOUS,Oncology,Platinum-based Drug [EPC],"Accord Healthcare, Inc.",Accord Healthcare Inc.,"866-941-7875, option 2",Current,Reverified,2023-04-28,Requirements related to complying with good manufacturing practices,Requirements related to complying with good manufacturing practices,,,2026-09-15,Estimated recovery: TBD,2026-09-23T21:01:42.332633,L01XA02,119113
US,United States,FDA,Bupivacaine Hydrochloride Injection,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,Bupivacaine Hydrochloride Injection,,,Injection,"Bupivacaine Hydrochloride, Injection, 7.5 mg/1 mL (NDC 55150-172-30)",55150-172-30,"55150-172, 55150-167, 55150-168, 55150-169, 55150-170, 55150-171, 55150-249, 55150-250",ANDA203895,"EPIDURAL, RETROBULBAR",Anesthesia,,Eugia US LLC,Eugia US LLC,888-238-7880,Current,Reverified,2018-02-20,,,,,2026-09-17,Check wholesalers for inventory,2026-09-23T21:01:42.332650,N01BB01,
US,United States,FDA,Rocuronium Bromide Injection,ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,Rocuronium Bromide Injection,,,Injection,"Rocuronium Bromide, Injection, 10 mg/1 mL (NDC 71288-718-11)",71288-718-11,"71288-718, 71288-700",ANDA213453,INTRAVENOUS,Anesthesia,,Meitheal Pharmaceuticals Inc.,"Meitheal Pharmaceuticals, Inc.",844-824-8426,Current,Reverified,2023-02-15,,,,,2026-08-27,,2026-09-23T21:01:42.332666,M03AC09,46280
US,United States,FDA,Atropine Sulfate Injection,ATROPINE SULFATE,ATROPINE SULFATE,Atropine Sulfate Injection,,,Injection,"Atropine Sulfate, Injection, 0.25 mg/5 mL (0.05 mg/mL) Syringes (NDC 0409-9630-05)",0409-9630-05,"0409-9630, 0409-1630, 0409-4910, 0409-4911",NDA021146,INTRAVENOUS,"Anesthesia, Neurology, Pediatric",,"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Reverified,2012-01-01,,,,,2026-09-09,,2026-09-23T21:01:42.332686,A03BA01,
US,United States,FDA,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE MONOHYDRATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",,,Tablet,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 1.875 mg; 1.875 mg; 1.875 mg; 1.875 mg (NDC 64850-501-01)",64850-501-01,"64850-501, 64850-500, 64850-502, 64850-503, 64850-504, 64850-505, 64850-506",ANDA211352,ORAL,Psychiatry,,"Elite Laboratories, Inc.","Elite Laboratories, Inc.",888-852-6657,Current,Reverified,2022-10-12,,,,,2026-09-16,,2026-09-23T21:01:42.332706,,
US,United States,FDA,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",,,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",,,Tablet,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 30mg (NDC 47781-180-01)",47781-180-01,,,,Psychiatry,,Alvogen,Alvogen,844-842-8672 and email: CustomerService-US@alvogen.com,Current,Reverified,2022-10-12,,,,,2026-09-17,,2026-09-23T21:01:42.332722,,
US,United States,FDA,"Cefotaxime Sodium Powder, for Solution",CEFOTAXIME,CEFOTAXIME SODIUM,"Cefotaxime Sodium Powder, for Solution",,,"Powder, For Solution","Cefotaxime Sodium, Powder, for Solution, 10 g (NDC 0143-9935-01)",0143-9935-01,0143-9935,ANDA065071,INTRAVENOUS,"Anti-Infective, Pediatric",,Hikma Pharmaceuticals USA Inc.,"Hikma Pharmaceuticals USA, Inc.",800-631-2174,Current,Reverified,2015-02-17,Demand increase for the drug,Demand increase for the drug,,,2026-09-18,Estimated recovery: TBD,2026-09-23T21:01:42.332741,J01DD01,37168
US,United States,FDA,Bupivacaine Hydrochloride Injection,MARCAINE,BUPIVACAINE HYDROCHLORIDE,Bupivacaine Hydrochloride Injection,,,Injection,"Marcaine, Injection, Marcaine 225 mg/30 mL (7.5 mg/mL) (NDC 0409-2253-01)",0409-2253-01,"0409-2253, 0409-1559, 0409-1560, 0409-1582, 0409-1587, 0409-1610, 0409-1746, 0409-1749, 0409-1752, 0409-1755, 0409-2510, 0409-7535, 0409-1250, 0409-5010, 0409-1530, 0409-0525, 0409-7510",NDA016964,"EPIDURAL, RETROBULBAR",Anesthesia,,"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Reverified,2018-02-20,,,,,2026-09-09,Historical NDC: 0409-1582-29,2026-09-23T21:01:42.332761,N01BB01,
US,United States,FDA,Rocuronium Bromide Injection,ROCURONIUM,ROCURONIUM BROMIDE,Rocuronium Bromide Injection,,,Injection,"Rocuronium Bromide, Injection, 10 mg/1 mL (NDC 63323-426-10)",63323-426-10,63323-426,ANDA078651,INTRAVENOUS,Anesthesia,,"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,Current,Reverified,2023-02-15,,,,,2026-09-15,Check wholesalers for inventory,2026-09-23T21:01:42.332778,M03AC09,46280
US,United States,FDA,Piperacillin and Tazobactam Injection,PIPERACILLIN AND TAZOBACTAM,"PIPERACILLIN SODIUM, TAZOBACTAM SODIUM",Piperacillin and Tazobactam Injection,,,Injection,"Piperacillin and Tazobactam, Injection, 2.25 g vial (NDC 65219-434-20)",65219-434-20,"65219-434, 65219-436, 65219-259",ANDA203719,INTRAVENOUS,Anti-Infective,,"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,To Be Discontinued,New,2026-01-20,,,,2026-01-20,2026-01-20,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.332801,,
US,United States,FDA,Lisdexamfetamine Dimesylate Capsule,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Lisdexamfetamine Dimesylate Capsule,,,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 40 mg (NDC 57664-049-88)",57664-049-88,"57664-049, 57664-047, 57664-046, 57664-048, 57664-050, 57664-051, 57664-052, 57664-083, 57664-084, 57664-085, 57664-086, 57664-087, 57664-088",ANDA214484,ORAL,Psychiatry,,"Sun Pharmaceutical Industries, Inc.","Sun Pharmaceutical Industries, Inc.",800-818-4555,Current,Revised,2023-07-14,Other,Other,,,2026-09-18,Estimated Recovery: TBD,2026-09-23T21:01:42.332820,N06BA12,198382
US,United States,FDA,Dobutamine Hydrochloride Injection,DOBUTAMINE IN DEXTROSE,DOBUTAMINE HYDROCHLORIDE,Dobutamine Hydrochloride Injection,,,Injection,"Dobutamine Hydrochloride In Dextrose 5% In Plastic Container, Injection, 1,000 mg/250mL (400 mg/mL) (NDC 0409-1100-10)",0409-1100-10,"0409-1100, 0409-2347, 0409-2346, 0409-3724, 0409-0025, 0409-0151",NDA020201,INTRAVENOUS,"Cardiovascular, Pediatric, Renal",,"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Revised,2017-11-06,,,,,2026-09-11,,2026-09-23T21:01:42.332837,C01CA07,124893
US,United States,FDA,Clindamycin Palmitate Hydrochloride Injection,CLINDAMYCIN PALMITATE HYDROCHLORIDE (PEDIATRIC),CLINDAMYCIN PALMITATE HYDROCHLORIDE,Clindamycin Palmitate Hydrochloride Injection,,,Injection,"Clindamycin Palmitate Hydrochloride, Injection, 75 mg/5 mL (NDC 53746-468-19)",53746-468-19,53746-468,ANDA203513,ORAL,Anti-Infective,,Amneal Pharmaceuticals of New York LLC,Amneal Pharmaceuticals,866-525-7270,To Be Discontinued,New,2026-03-26,,,,2026-03-26,2026-03-26,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.332862,J01FF01,4693
US,United States,FDA,Bupivacaine Hydrochloride Injection,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,Bupivacaine Hydrochloride Injection,,,Injection,"Bupivacaine Hydrochloride, Injection, 5 mg/1 mL (NDC 70069-753-10)",70069-753-10,"70069-753, 70069-752",ANDA217792,"INFILTRATION, PERINEURAL",Anesthesia,,"Somerset Therapeutics, LLC","Somerset Therapeutics, LLC",732-554-1037,Current,Reverified,2018-02-20,,,,,2026-09-11,,2026-09-23T21:01:42.332881,N01BB01,
US,United States,FDA,Ropivacaine Hydrochloride Injection,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,Ropivacaine Hydrochloride Injection,,,Injection,"Ropivacaine Hydrochloride, Injection, 2 mg/1 mL (NDC 70069-061-10)",70069-061-10,"70069-061, 70069-062, 70069-063, 70069-064, 70069-065, 70069-066, 70069-067",ANDA207636,"EPIDURAL, INFILTRATION, PERINEURAL",Anesthesia,,"Somerset Therapeutics, LLC","Somerset Therapeutics, LLC",732-554-1019,Current,Reverified,2018-03-23,,,,,2026-09-11,,2026-09-23T21:01:42.332898,N01BB09,43532
US,United States,FDA,Sodium Acetate Injection,SODIUM ACETATE,SODIUM ACETATE ANHYDROUS,Sodium Acetate Injection,,,Injection,"Sodium Acetate, Injection, 40 mEq/20 mL (2 mEq/mL) (NDC 0409-7299-73)",0409-7299-73,0409-7299,NDA018893,INTRAVENOUS,"Endocrinology/Metabolism, Gastroenterology, Pediatric, Total Parenteral Nutrition",,"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Reverified,2016-02-03,,,,,2026-09-09,,2026-09-23T21:01:42.332914,,
US,United States,FDA,Midazolam Hydrochloride Injection,MIDAZOLAM,MIDAZOLAM HYDROCHLORIDE,Midazolam Hydrochloride Injection,,,Injection,"Midazolam Hydrochloride Preservative Free, Injection, 2 mg/2mL (1 mg/mL) (NDC 0409-0001-25)",0409-0001-25,"0409-0001, 0409-2305, 0409-2308",ANDA075857,"INTRAMUSCULAR, INTRAVENOUS","Anesthesia, Neurology",,"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Revised,2020-04-02,Demand increase for the drug,Demand increase for the drug,,,2026-09-09,Next Estimated Delivery and Estimated Recovery: December 2026,2026-09-23T21:01:42.332935,N05CD08,217697
US,United States,FDA,Gemfibrozil Tablet,LOPID,GEMFIBROZIL,Gemfibrozil Tablet,,,Tablet,"Lopid, Tablet, 600 mg (NDC 0071-0737-20)",0071-0737-20,0071-0737,NDA018422,ORAL,Endocrinology/Metabolism,Peroxisome Proliferator Receptor alpha Agonist [EPC],Parke-Davis Div of Pfizer Inc,Pfizer Inc.,800-533-4535,To Be Discontinued,New,2026-02-10,,,,2026-02-10,2026-02-10,Discontinuation of the manufacture of the drug.,2026-09-23T21:01:42.332961,C10AB04,31062
US,United States,FDA,Dexmedetomidine Hydrochloride Injection,PRECEDEX,DEXMEDETOMIDINE HYDROCHLORIDE,Dexmedetomidine Hydrochloride Injection,,,Injection,"Precedex, Injection, 200 mcg/2 mL (100 mcg/mL) (NDC 0409-1638-02)",0409-1638-02,"0409-1638, 0409-1660, 0409-1434, 0409-1596, 0409-7838, 0409-7853, 0409-7875",NDA021038,INTRAVENOUS,Anesthesia,,"Hospira, Inc.",Pfizer Inc.,844-646-4398,Current,Reverified,2020-04-10,,,,,2026-09-08,,2026-09-23T21:01:42.332976,N05CM18,99791
US,United States,FDA,Dexamethasone Sodium Phosphate Injection,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,Dexamethasone Sodium Phosphate Injection,,,Injection,"Dexamethasone Sodium Phosphate, Injection, 10 mg/1 mL (NDC 67457-420-10)",67457-420-10,"67457-420, 67457-423, 67457-422, 67457-421",ANDA040802,"INTRAMUSCULAR, INTRAVENOUS","Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",,Mylan Institutional LLC,"Mylan Institutional, a Viatris Company",800-796-9526,Current,Reverified,2019-02-08,,,,,2026-09-17,,2026-09-23T21:01:42.332992,A01AC02,126942
US,United States,FDA,Adalimumab-afzb Injection,ABRILADA,,Adalimumab-afzb Injection,,,Injection,"Abrilada, Injection, Kit (NDC 0025-0325-01)",0025-0325-01,"0025-0325, 0025-0328, 0025-0333, 0025-0347, 0025-0319",BLA761118,,Rheumatology,,Pfizer Laboratories Div Pfizer Inc,Pfizer Inc.,800-646-4398,To Be Discontinued,New,2025-10-09,,,,2025-10-09,2025-10-09,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.333016,,
US,United States,FDA,Riluzole Oral Suspension,TEGLUTIK,RILUZOLE,Riluzole Oral Suspension,,,Oral Suspension,"Teglutik, Oral Suspension, 5 mg/1 mL (NDC 70726-0305-1)",70726-0305-1,70726-0305,,ORAL,Neurology,Benzothiazole [EPC],EDW PHARMA,"EDW Pharma, Inc. (formerly Italfarmaco Pharma, Inc.)",610-937-6172,Current,Reverified,2024-01-26,,,,,2026-09-15,,2026-09-23T21:01:42.333036,N07XX02,
US,United States,FDA,"Methylphenidate Hydrochloride Tablet, Extended Release",METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,"Methylphenidate Hydrochloride Tablet, Extended Release",,,Tablet,"Methylphenidate Hydrochloride, Tablet, Extended Release, 27 mg (NDC 13811-707-10)",13811-707-10,"13811-707, 13811-709, 13811-706, 13811-708, 13811-710",ANDA205327,ORAL,Psychiatry,,"Trigen Laboratories, LLC","Trigen Laboratories, LLC",800-541-4802,Current,Reverified,2023-07-26,Demand increase for the drug,Demand increase for the drug,,,2026-09-16,Allocation to current contracted customers,2026-09-23T21:01:42.333055,N06BA04,105198
US,United States,FDA,Everolimus Tablet,,,Everolimus Tablet,,,Tablet,"Everolimus, Tablet, 2 mg (NDC 0378-0005-85)",0378-0005-85,,,,Transplant,,"Mylan Pharmaceuticals Inc., a Viatris Company","Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,To Be Discontinued,New,2025-11-03,,,,2025-11-03,2025-11-03,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.333076,,
US,United States,FDA,Clonazepam Tablet,CLONAZEPAM,CLONAZEPAM,Clonazepam Tablet,,,Tablet,"Clonazepam, Tablet, 1 mg (NDC 43547-407-10)",43547-407-10,"43547-407, 43547-406, 43547-408",ANDA077856,ORAL,"Neurology, Pediatric, Psychiatry",Benzodiazepine [EPC],Solco Healthcare LLC,"Prinston Pharmaceutical, Inc.","For orders, Solco Healthcare 866-931-9829",Current,Reverified,2023-03-10,,,,,2026-09-02,Marketed by Solco Healthcare,2026-09-23T21:01:42.333094,N03AE01,
US,United States,FDA,"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution",DIANEAL PD-2 WITH DEXTROSE,"DEXTROSE MONOHYDRATE, SODIUM CHLORIDE, SODIUM LACTATE, CALCIUM CHLORIDE, MAGNESIUM CHLORIDE","Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution",,,Solution,"DIANEAL PD-2 with Dextrose, Intraperitoneal Injection, Solution, 25.7 mg/100 mL; 2.5 g/100 mL; 5.08 mg/100 mL; 538 mg/100 mL; 448 mg/100 mL (NDC 0941-0413-07)",0941-0413-07,"0941-0413, 0941-0411, 0941-0415, 0941-0409, 0941-0457, 0941-0459, 0941-0426, 0941-0427, 0941-0429, 0941-0424, 0941-0430, 0941-0433, 0941-0484, 0941-0487, 0941-0490",NDA017512,INTRAPERITONEAL,Renal,,Vantive US Healthcare LLC,Vantive US Healthcare LLC,800-284-4060,To Be Discontinued,New,2026-08-03,,,,2026-08-03,2026-08-03,A business decision was made to discontinue manufacture of the drug.,2026-09-23T21:01:42.333122,,
